Time;Area;val
Year 2020 Week 19;Satakunta Hospital District;0
Year 2020 Week 20;Satakunta Hospital District;0
Year 2020 Week 21;Satakunta Hospital District;0
Year 2020 Week 22;Satakunta Hospital District;0
Year 2020 Week 23;Satakunta Hospital District;0
Year 2020 Week 24;Satakunta Hospital District;3
Year 2020 Week 25;Satakunta Hospital District;3
Year 2020 Week 26;Satakunta Hospital District;2
Year 2020 Week 27;Satakunta Hospital District;0
Year 2020 Week 28;Satakunta Hospital District;2
Year 2020 Week 29;Satakunta Hospital District;4
Year 2020 Week 30;Satakunta Hospital District;3
Year 2020 Week 31;Satakunta Hospital District;11
Year 2020 Week 32;Satakunta Hospital District;3
Year 2020 Week 33;Satakunta Hospital District;2
Year 2020 Week 34;Satakunta Hospital District;0
Year 2020 Week 35;Satakunta Hospital District;0
Year 2020 Week 36;Satakunta Hospital District;3
Year 2020 Week 37;Satakunta Hospital District;0
Year 2020 Week 38;Satakunta Hospital District;2
Year 2020 Week 39;Satakunta Hospital District;4
Year 2020 Week 40;Satakunta Hospital District;6
Year 2020 Week 41;Satakunta Hospital District;10
Year 2020 Week 42;Satakunta Hospital District;8
Year 2020 Week 43;Satakunta Hospital District;9
Year 2020 Week 44;Satakunta Hospital District;12
Year 2020 Week 45;Satakunta Hospital District;12
Year 2020 Week 46;Satakunta Hospital District;18
Year 2020 Week 47;Satakunta Hospital District;23
Year 2020 Week 48;Satakunta Hospital District;90
Year 2020 Week 49;Satakunta Hospital District;37
Year 2020 Week 50;Satakunta Hospital District;25
Year 2020 Week 51;Satakunta Hospital District;17
Year 2020 Week 52;Satakunta Hospital District;18
Year 2020 Week 53;Satakunta Hospital District;11
Year 2021 Week 01;Satakunta Hospital District;14
Year 2021 Week 02;Satakunta Hospital District;18
Year 2021 Week 03;Satakunta Hospital District;43
Year 2021 Week 04;Satakunta Hospital District;57
Year 2021 Week 05;Satakunta Hospital District;40
Year 2021 Week 06;Satakunta Hospital District;150
Year 2021 Week 07;Satakunta Hospital District;264
Year 2021 Week 08;Satakunta Hospital District;179
Year 2021 Week 09;Satakunta Hospital District;107
Year 2021 Week 10;Satakunta Hospital District;55
Year 2021 Week 11;Satakunta Hospital District;45
Year 2021 Week 12;Satakunta Hospital District;46
Year 2021 Week 13;Satakunta Hospital District;52
Year 2021 Week 14;Satakunta Hospital District;43
Year 2021 Week 15;Satakunta Hospital District;21
Year 2021 Week 16;Satakunta Hospital District;24
Year 2021 Week 17;Satakunta Hospital District;33
Year 2021 Week 18;Satakunta Hospital District;19
Year 2021 Week 19;Satakunta Hospital District;37
Year 2021 Week 20;Satakunta Hospital District;25
Year 2021 Week 21;Satakunta Hospital District;18
Year 2021 Week 22;Satakunta Hospital District;6
Year 2021 Week 23;Satakunta Hospital District;6
Year 2021 Week 24;Satakunta Hospital District;2
Year 2021 Week 25;Satakunta Hospital District;33
Year 2021 Week 26;Satakunta Hospital District;26
Year 2021 Week 27;Satakunta Hospital District;18
Year 2021 Week 28;Satakunta Hospital District;52
Year 2021 Week 29;Satakunta Hospital District;56
Year 2021 Week 30;Satakunta Hospital District;125
Year 2021 Week 31;Satakunta Hospital District;161
Year 2021 Week 32;Satakunta Hospital District;101
Year 2021 Week 33;Satakunta Hospital District;64
Year 2021 Week 34;Satakunta Hospital District;41
Year 2021 Week 35;Satakunta Hospital District;34
Year 2021 Week 36;Satakunta Hospital District;83
Year 2021 Week 37;Satakunta Hospital District;180
Year 2021 Week 38;Satakunta Hospital District;212
Year 2021 Week 39;Satakunta Hospital District;239
Year 2021 Week 40;Satakunta Hospital District;178
Year 2021 Week 41;Satakunta Hospital District;123
Year 2021 Week 42;Satakunta Hospital District;115
Year 2021 Week 43;Satakunta Hospital District;146
Year 2021 Week 44;Satakunta Hospital District;142
Year 2021 Week 45;Satakunta Hospital District;113
Year 2021 Week 46;Satakunta Hospital District;131
Year 2021 Week 47;Satakunta Hospital District;138
Year 2021 Week 48;Satakunta Hospital District;176
Year 2021 Week 49;Satakunta Hospital District;297
Year 2021 Week 50;Satakunta Hospital District;414
Year 2021 Week 51;Satakunta Hospital District;785
Year 2021 Week 52;Satakunta Hospital District;1224
Year 2022 Week 01;Satakunta Hospital District;1256
Year 2022 Week 02;Satakunta Hospital District;1839
Year 2022 Week 03;Satakunta Hospital District;1992
Year 2022 Week 04;Satakunta Hospital District;2060
Year 2022 Week 05;Satakunta Hospital District;1817
Year 2022 Week 06;Satakunta Hospital District;1811
Year 2022 Week 07;Satakunta Hospital District;1986
Year 2022 Week 08;Satakunta Hospital District;1992
Year 2022 Week 09;Satakunta Hospital District;1825
Year 2022 Week 10;Satakunta Hospital District;2036
Year 2022 Week 11;Satakunta Hospital District;2032
Year 2022 Week 12;Satakunta Hospital District;1914
Year 2022 Week 13;Satakunta Hospital District;1406
Year 2022 Week 14;Satakunta Hospital District;1187
Year 2022 Week 15;Satakunta Hospital District;617
Year 2022 Week 16;Satakunta Hospital District;883
Year 2022 Week 17;Satakunta Hospital District;516
Year 2022 Week 18;Satakunta Hospital District;643
Year 2022 Week 19;Satakunta Hospital District;424
Year 2022 Week 20;Satakunta Hospital District;364
Year 2022 Week 21;Satakunta Hospital District;331
Year 2022 Week 22;Satakunta Hospital District;366
Year 2022 Week 23;Satakunta Hospital District;320
Year 2022 Week 24;Satakunta Hospital District;302
Year 2022 Week 25;Satakunta Hospital District;310
Year 2022 Week 26;Satakunta Hospital District;326
Year 2022 Week 27;Satakunta Hospital District;388
Year 2022 Week 28;Satakunta Hospital District;499
Year 2022 Week 29;Satakunta Hospital District;631
Year 2022 Week 30;Satakunta Hospital District;674
Year 2022 Week 31;Satakunta Hospital District;510
Year 2022 Week 32;Satakunta Hospital District;463
Year 2022 Week 33;Satakunta Hospital District;329
Year 2022 Week 34;Satakunta Hospital District;244
Year 2022 Week 35;Satakunta Hospital District;229
Year 2022 Week 36;Satakunta Hospital District;293
Year 2022 Week 37;Satakunta Hospital District;376
Year 2022 Week 38;Satakunta Hospital District;430
Year 2022 Week 39;Satakunta Hospital District;524
Year 2022 Week 40;Satakunta Hospital District;634
Year 2022 Week 41;Satakunta Hospital District;734
Year 2022 Week 42;Satakunta Hospital District;572
Year 2022 Week 43;Satakunta Hospital District;574
Year 2022 Week 44;Satakunta Hospital District;472
Year 2022 Week 45;Satakunta Hospital District;512
Year 2022 Week 46;Satakunta Hospital District;515
Year 2022 Week 47;Satakunta Hospital District;469
Year 2022 Week 48;Satakunta Hospital District;598
Year 2022 Week 49;Satakunta Hospital District;531
Year 2022 Week 50;Satakunta Hospital District;492
Year 2022 Week 51;Satakunta Hospital District;240
Year 2022 Week 52;Satakunta Hospital District;263
Year 2023 Week 01;Satakunta Hospital District;138
Year 2023 Week 02;Satakunta Hospital District;61
Year 2023 Week 03;Satakunta Hospital District;37
Year 2023 Week 04;Satakunta Hospital District;29
Year 2023 Week 05;Satakunta Hospital District;23
Year 2023 Week 06;Satakunta Hospital District;26
Year 2023 Week 07;Satakunta Hospital District;40
Year 2023 Week 08;Satakunta Hospital District;42
Year 2023 Week 09;Satakunta Hospital District;50
Year 2023 Week 10;Satakunta Hospital District;50
Year 2023 Week 11;Satakunta Hospital District;53
Year 2023 Week 12;Satakunta Hospital District;77
Year 2023 Week 13;Satakunta Hospital District;116
Year 2023 Week 14;Satakunta Hospital District;84
Year 2023 Week 15;Satakunta Hospital District;172
Year 2023 Week 16;Satakunta Hospital District;121
Year 2023 Week 17;Satakunta Hospital District;91
Year 2023 Week 18;Satakunta Hospital District;116
Year 2023 Week 19;Satakunta Hospital District;103
Year 2023 Week 20;Satakunta Hospital District;114
Year 2023 Week 21;Satakunta Hospital District;54
Year 2023 Week 22;Satakunta Hospital District;53
Year 2023 Week 23;Satakunta Hospital District;33
Year 2023 Week 24;Satakunta Hospital District;43
Year 2023 Week 25;Satakunta Hospital District;13
Year 2023 Week 26;Satakunta Hospital District;12
Year 2023 Week 27;Satakunta Hospital District;14
Year 2023 Week 28;Satakunta Hospital District;10
Year 2023 Week 29;Satakunta Hospital District;10
Year 2023 Week 30;Satakunta Hospital District;7
Year 2023 Week 31;Satakunta Hospital District;4
Year 2023 Week 32;Satakunta Hospital District;6
Year 2023 Week 33;Satakunta Hospital District;6
Year 2023 Week 34;Satakunta Hospital District;11
Year 2023 Week 35;Satakunta Hospital District;8
Year 2023 Week 36;Satakunta Hospital District;22
Year 2023 Week 37;Satakunta Hospital District;20
Year 2023 Week 38;Satakunta Hospital District;27
Year 2023 Week 39;Satakunta Hospital District;20
Year 2023 Week 40;Satakunta Hospital District;17
Year 2023 Week 41;Satakunta Hospital District;40
Year 2023 Week 42;Satakunta Hospital District;98
Year 2023 Week 43;Satakunta Hospital District;162
Year 2023 Week 44;Satakunta Hospital District;268
Year 2023 Week 45;Satakunta Hospital District;279
Year 2023 Week 46;Satakunta Hospital District;281
Year 2023 Week 47;Satakunta Hospital District;200
Year 2023 Week 48;Satakunta Hospital District;141
Year 2023 Week 49;Satakunta Hospital District;93
Year 2023 Week 50;Satakunta Hospital District;95
Year 2023 Week 51;Satakunta Hospital District;67
Year 2023 Week 52;Satakunta Hospital District;56
Year 2024 Week 01;Satakunta Hospital District;38
Year 2024 Week 02;Satakunta Hospital District;23
Year 2024 Week 03;Satakunta Hospital District;13
Year 2024 Week 04;Satakunta Hospital District;15
Year 2024 Week 05;Satakunta Hospital District;31
Year 2024 Week 06;Satakunta Hospital District;17
Year 2024 Week 07;Satakunta Hospital District;15
Year 2024 Week 08;Satakunta Hospital District;13
Year 2024 Week 09;Satakunta Hospital District;10
Year 2024 Week 10;Satakunta Hospital District;6
Year 2024 Week 11;Satakunta Hospital District;10
Year 2024 Week 12;Satakunta Hospital District;4
Year 2024 Week 13;Satakunta Hospital District;12
Year 2024 Week 14;Satakunta Hospital District;11
Year 2024 Week 15;Satakunta Hospital District;3
Year 2024 Week 16;Satakunta Hospital District;6
Year 2024 Week 17;Satakunta Hospital District;8
Year 2024 Week 18;Satakunta Hospital District;6
Year 2024 Week 19;Satakunta Hospital District;9
Year 2024 Week 20;Satakunta Hospital District;10
Year 2024 Week 21;Satakunta Hospital District;10
Year 2024 Week 22;Satakunta Hospital District;7
Year 2024 Week 23;Satakunta Hospital District;12
Year 2024 Week 24;Satakunta Hospital District;20
Year 2024 Week 25;Satakunta Hospital District;14
Year 2024 Week 26;Satakunta Hospital District;38
Year 2024 Week 27;Satakunta Hospital District;28
Year 2024 Week 28;Satakunta Hospital District;26
Year 2024 Week 29;Satakunta Hospital District;26
Year 2024 Week 30;Satakunta Hospital District;41
Year 2024 Week 31;Satakunta Hospital District;56
Year 2024 Week 32;Satakunta Hospital District;66
Year 2024 Week 33;Satakunta Hospital District;49
Year 2024 Week 34;Satakunta Hospital District;30
Year 2024 Week 35;Satakunta Hospital District;57
Year 2024 Week 36;Satakunta Hospital District;36
Year 2024 Week 37;Satakunta Hospital District;30
Year 2024 Week 38;Satakunta Hospital District;28
Year 2024 Week 39;Satakunta Hospital District;20
Year 2024 Week 40;Satakunta Hospital District;29
Year 2024 Week 41;Satakunta Hospital District;30
Year 2024 Week 42;Satakunta Hospital District;23
Year 2024 Week 43;Satakunta Hospital District;30
Year 2024 Week 44;Satakunta Hospital District;24
Year 2024 Week 45;Satakunta Hospital District;22
Year 2024 Week 46;Satakunta Hospital District;27
Year 2024 Week 47;Satakunta Hospital District;36
Year 2024 Week 48;Satakunta Hospital District;45
Year 2024 Week 49;Satakunta Hospital District;35
Year 2024 Week 50;Satakunta Hospital District;74
Year 2024 Week 51;Satakunta Hospital District;76
Year 2024 Week 52;Satakunta Hospital District;64
Year 2025 Week 01;Satakunta Hospital District;54
Year 2025 Week 02;Satakunta Hospital District;49
Year 2025 Week 03;Satakunta Hospital District;26
Year 2025 Week 04;Satakunta Hospital District;25
Year 2025 Week 05;Satakunta Hospital District;26
Year 2025 Week 06;Satakunta Hospital District;12
Year 2025 Week 07;Satakunta Hospital District;5
Year 2025 Week 08;Satakunta Hospital District;7
Year 2025 Week 09;Satakunta Hospital District;15
Year 2025 Week 10;Satakunta Hospital District;5
Year 2025 Week 11;Satakunta Hospital District;13
Year 2025 Week 12;Satakunta Hospital District;9
Year 2025 Week 13;Satakunta Hospital District;4
Year 2025 Week 14;Satakunta Hospital District;4
Year 2025 Week 15;Satakunta Hospital District;5
Year 2025 Week 16;Satakunta Hospital District;1
Year 2025 Week 17;Satakunta Hospital District;4
Year 2025 Week 18;Satakunta Hospital District;1
Year 2025 Week 19;Satakunta Hospital District;1
Year 2025 Week 20;Satakunta Hospital District;1
Year 2025 Week 21;Satakunta Hospital District;1
Year 2025 Week 22;Satakunta Hospital District;2
Year 2025 Week 23;Satakunta Hospital District;20
Year 2025 Week 24;Satakunta Hospital District;9
Year 2025 Week 25;Satakunta Hospital District;7
Year 2025 Week 26;Satakunta Hospital District;3
Year 2025 Week 27;Satakunta Hospital District;11
Year 2025 Week 28;Satakunta Hospital District;4
Year 2025 Week 29;Satakunta Hospital District;2
Year 2025 Week 30;Satakunta Hospital District;0
Year 2025 Week 31;Satakunta Hospital District;7
Year 2025 Week 32;Satakunta Hospital District;15
Year 2025 Week 33;Satakunta Hospital District;12
Year 2025 Week 34;Satakunta Hospital District;17
Year 2025 Week 35;Satakunta Hospital District;16
Year 2025 Week 36;Satakunta Hospital District;12
Year 2025 Week 37;Satakunta Hospital District;10
Year 2025 Week 38;Satakunta Hospital District;10
Year 2025 Week 39;Satakunta Hospital District;6
Year 2025 Week 40;Satakunta Hospital District;6
Year 2025 Week 41;Satakunta Hospital District;14
Year 2025 Week 42;Satakunta Hospital District;25
Year 2025 Week 43;Satakunta Hospital District;17
Year 2025 Week 44;Satakunta Hospital District;32
Year 2025 Week 45;Satakunta Hospital District;17
Year 2025 Week 46;Satakunta Hospital District;13
Year 2025 Week 47;Satakunta Hospital District;7
Year 2025 Week 48;Satakunta Hospital District;19
Year 2025 Week 49;Satakunta Hospital District;18
Year 2025 Week 50;Satakunta Hospital District;15
Year 2025 Week 51;Satakunta Hospital District;29
Year 2025 Week 52;Satakunta Hospital District;37
Year 2026 Week 01;Satakunta Hospital District;7
All times;Satakunta Hospital District;55622
Year 2020 Week 01;Kanta-Häme Hospital District;
Year 2020 Week 02;Kanta-Häme Hospital District;
Year 2020 Week 03;Kanta-Häme Hospital District;
Year 2020 Week 04;Kanta-Häme Hospital District;
Year 2020 Week 05;Kanta-Häme Hospital District;
Year 2020 Week 06;Kanta-Häme Hospital District;0
Year 2020 Week 07;Kanta-Häme Hospital District;0
Year 2020 Week 08;Kanta-Häme Hospital District;0
Year 2020 Week 09;Kanta-Häme Hospital District;0
Year 2020 Week 10;Kanta-Häme Hospital District;4
Year 2020 Week 11;Kanta-Häme Hospital District;9
Year 2020 Week 12;Kanta-Häme Hospital District;6
Year 2020 Week 13;Kanta-Häme Hospital District;13
Year 2020 Week 14;Kanta-Häme Hospital District;24
Year 2020 Week 15;Kanta-Häme Hospital District;8
Year 2020 Week 16;Kanta-Häme Hospital District;9
Year 2020 Week 17;Kanta-Häme Hospital District;11
Year 2020 Week 18;Kanta-Häme Hospital District;13
Year 2020 Week 19;Kanta-Häme Hospital District;8
Year 2020 Week 20;Kanta-Häme Hospital District;4
Year 2020 Week 21;Kanta-Häme Hospital District;2
Year 2020 Week 22;Kanta-Häme Hospital District;1
Year 2020 Week 23;Kanta-Häme Hospital District;0
Year 2020 Week 24;Kanta-Häme Hospital District;2
Year 2020 Week 25;Kanta-Häme Hospital District;0
Year 2020 Week 26;Kanta-Häme Hospital District;2
Year 2020 Week 27;Kanta-Häme Hospital District;0
Year 2020 Week 28;Kanta-Häme Hospital District;0
Year 2020 Week 29;Kanta-Häme Hospital District;0
Year 2020 Week 30;Kanta-Häme Hospital District;0
Year 2020 Week 31;Kanta-Häme Hospital District;2
Year 2020 Week 32;Kanta-Häme Hospital District;1
Year 2020 Week 33;Kanta-Häme Hospital District;2
Year 2020 Week 34;Kanta-Häme Hospital District;3
Year 2020 Week 35;Kanta-Häme Hospital District;1
Year 2020 Week 36;Kanta-Häme Hospital District;2
Year 2020 Week 37;Kanta-Häme Hospital District;19
Year 2020 Week 38;Kanta-Häme Hospital District;13
Year 2020 Week 39;Kanta-Häme Hospital District;8
Year 2020 Week 40;Kanta-Häme Hospital District;37
Year 2020 Week 41;Kanta-Häme Hospital District;31
Year 2020 Week 42;Kanta-Häme Hospital District;24
Year 2020 Week 43;Kanta-Häme Hospital District;32
Year 2020 Week 44;Kanta-Häme Hospital District;25
Year 2020 Week 45;Kanta-Häme Hospital District;16
Year 2020 Week 46;Kanta-Häme Hospital District;21
Year 2020 Week 47;Kanta-Häme Hospital District;36
Year 2020 Week 48;Kanta-Häme Hospital District;44
Year 2020 Week 49;Kanta-Häme Hospital District;60
Year 2020 Week 50;Kanta-Häme Hospital District;61
Year 2020 Week 51;Kanta-Häme Hospital District;43
Year 2020 Week 52;Kanta-Häme Hospital District;25
Year 2020 Week 53;Kanta-Häme Hospital District;38
Year 2021 Week 01;Kanta-Häme Hospital District;53
Year 2021 Week 02;Kanta-Häme Hospital District;29
Year 2021 Week 03;Kanta-Häme Hospital District;41
Year 2021 Week 04;Kanta-Häme Hospital District;47
Year 2021 Week 05;Kanta-Häme Hospital District;36
